id_ec,tx_empresa
4222511153d833c49ccd463b86a97d39,0.05
14fa9ce1aff26ec269266ac1cfb82c1f,0.02
a757d0e7368b70919bef739dee98424f,0.04
64c11ec3dd72f39e6f1db5ad6926f8e2,0.03
ddab6986c7b85cf64000c365fbab9f07,0.04
48b12579870ffa1e91f89de8d53b7240,0.05
d6947dd9ab36a83adbac374f2f9cd32b,0.04
e047fcc1bc375c32afeb22971f0c4829,0.02
83055b19f529a1e166cd8826017c09e7,0.04
05d6c6622ed0ab42c721047c6c8f5728,0.03
a6fd30106b294ed5c6f7ca77ea50ed59,0.05
66257466321fdaff2b02ae375cd0fac7,0.03
c087c676e962f9918f6f3a8f67e01797,0.04
78bfb71b87344a1c0468346f67205cb6,0.04
72605edb0c8be9bbd300c4f1bea4d39c,0.04
9b1cc0e9916913125f336bf8410885a7,0.03
62bd80bdcedf0d760e1ca54fc115ecf9,0.03
cff371bfc7a051d5d3304effd5efad54,0.03
2cda1b4ccb9ca18cdbc98123f40242ba,0.05
bd0ccaf2f75fab40b4bb9ea4d4575548,0.04
500953f2fd452fa1e2a2bed3263f8495,0.04
05dfb83561b83a7c3ce6709a02d4ab6d,0.03
2398c08b68d8c83850120e4b2c64b7c4,0.03
65f88844494204b5218f521ce99ad8ca,0.04
d8cd2c4e9764f837d54784a0e0327454,0.03
46c1ca3a8c99f52a987c7b3fa7e1e805,0.05
866b2e25ccfb2fbd4daf8df1402b7e1e,0.03
d71ddfce102905a6e2c1608bc56e8a0e,0.02
ab7ba664257ec4dcbb280bae348b345b,0.04
31d443068d258b293768ae263dd94387,0.03
721cb71e6eed0ba078790567cf83f652,0.03
6d269b74626948873fd2004638020ec0,0.05
87592ee034c1890a9bfde1464fefbe4f,0.05
11ff39541ef97f56dbb0605e8c1eb47f,0.04
7aa8ef8689fda2975248498969038163,0.03
35957fb190344429d8d31cff62f300cd,0.05
20dc307cb7cbf2d442ca3609b2f63f1a,0.04
e91c3d98a5f96882424f2b5909527c23,0.04
a2c9b12bcc339ab748646dac0ec835ec,0.02
ed8df9d2d86521d7bd182879eec7af89,0.03
22547fe6539ceb3871f4d17edf034553,0.04
57049ade82f2f9b552dd1146f633f560,0.03
5ea973507db7bd135064e15f1f0826ee,0.02
c34655e3c0f894e3096dba6adf2bc4e7,0.04
45a8b981d0ddced70ce70e62d39d9e5c,0.05
279418c2c0f57aeac8d112ebd36069db,0.05
3ada3f7547a57fb09fbd8ef66c619497,0.05
59d5934cb920fd3d5114a647f9115389,0.05
5b221efcc18dbfabac5fc8af8e8880dc,0.05
48a6a03a4b21363628fb61f30a39b9d8,0.03
fd42a3c73e666b14baafe95f93ffdd3d,0.04
e1ac9ea4f0dfb7be05c538ebaf25c110,0.03
225bc90969ea30d796875bc4a01af1a2,0.05
ebc63488b8668db7405d8baa83874c45,0.02
a44c9bc276a366c326ccb77b0bc14eb8,0.03
d92f4a83a8ac303008261de31293929e,0.02
c2516f5c53116f09380798d2affbec78,0.02
9168e384994a1305b7914409d13c8733,0.03
a74b6f2d4899365de2cd9912c0da92dd,0.02
5641f824e556161a888496cc1f8ffaf0,0.05
cbea0b23723e5b30d26d0903f66ff35e,0.04
2ffe2f693b01e6fc159680daea131387,0.04
d04e7729f11bb6397f7c20a64f5dcbe5,0.04
42d2853b92d07303b1ea25c7177e2b34,0.04
fae2ac890ee0ddff982bd27906c5ce1d,0.03
4e1da081450af208646f2dc9031e2305,0.04
3ce546ce9778ad65ceda8bf922a7cd06,0.04
a8fd3e1beb5dce274935fb620cc84223,0.04
095cb88427ef48eb3c8d06b360d87461,0.03
25d36960d89c1a88f1d105d146bc3702,0.03
1e24b767578cfc1fc6d7e4671a5bdd0c,0.03
9ad8f896409a0936124e6b32e06e4111,0.04
5ef0985a63e06fbe77e18cb3ec45113c,0.04
684039a18296d5602fed6735f4868bb6,0.04
6dc42f3846d8935558c811e491a04276,0.04
9c8f7da8607c423d0f8e34b88dccbb0f,0.04
20b5413d20f97895e3f74d43c4e3936a,0.02
6e181c4887d044e33fa47c1f747499e9,0.04
d817d3badcd20e5af0c3e158b8e4e681,0.03
2cb565eccc85050cfec3651b2c2db46a,0.03
88afa5549fac2a628afc0aa4419374cf,0.05
de9e795ce783c27b8433041276576ddd,0.02
5187f1650aaab6e67030ddbaf2482f12,0.05
d06da6aad102a05c33e3535e13d485d7,0.04
4af33ac4ea25e0e30646e52b460655b2,0.03
84478e0f9b716711854a5a3665f3c532,0.03
7b661679d1b3eabab51f877b5bf46072,0.04
6f5050615ca77c1144b739ab8118b2b3,0.05
dc2833613a130ef9c9374d886a0747b2,0.02
1f7afe4129ccc16fe71becaab0615d6e,0.03
99d761c31d4ff57ea79db89b0d8aaf73,0.03
6ccec2d79cc27d3c92297ac06468af5f,0.05
59b072324fccbd0b219d89cb858c8505,0.04
9c58b04d7925aea059456003afd08e65,0.03
d4dcbd98b859604995e80d31f961db2d,0.02
abfa0cf0c4a0272b033427b534ba4b59,0.02
b5cd5b067ef1d92ad2c09a6942d2340c,0.03
5c19c42b68477012c134b9539a847f5b,0.04
04045abe699bc4d969f70ed94b756021,0.05
c371f48a469b70a9f2ae6d8b134bf6ab,0.03
577dae38ad986a46365a6814b4b71bdd,0.04
497261ddb48d2bed8ef404d3821f27d0,0.03
56bec13fec1498446fd364f23d8e1573,0.05
8b33a5b4d3545cdbf65880abf1052e08,0.04
a3c1f077393521565c01b6568adec047,0.02
652deef15e938a5f86b30724b56abcc8,0.05
543ae56f63b1a36e31ae4b048a063ffa,0.05
a98dac53c40bb4ebecbbca3210bf581d,0.02
40fc4d3eab532286ac71d1f5d169af1e,0.05
a1e61de07effa01ebe60c2d521d11d32,0.03
8e57c8a06aa0cb78564c681d33593ceb,0.04
7c55da2b6d52a0aa0d97b8922fb154b3,0.03
2f860e8bf344cc9f2dd02d7fa0434c77,0.03
5375a8dd8c405da5bea858f4891deabb,0.05
a57fdc9dec9bb3f2926ec288ffa2e0e1,0.03
ae488c8342f54d566c0e6db1b92f059f,0.04
0b19935a615642d80e7bb80d66665725,0.04
3c15df9d9782ab1d2e7389719a65518f,0.03
7f26236abc32a6448aa8db30714f9314,0.05
37f2626cff0a37312bb9653bc8649061,0.03
5d37d77c36ad8ef61b6497dc8c5517ef,0.04
d67c43a80ea78643cf91da305a0b0a16,0.03
4682f5ccc7e1103ec2aa00aecb32de64,0.02
5fe66eeec4a82d4e3510874c8ec0fb4a,0.03
21c66ae1aef6ea8443a75814cde38ce8,0.05
e5efb4ce410b4e44ee5f546809ee7300,0.02
9b7e25c8f923b707db46b22fd4763eef,0.03
84f3e505f215e5570e328e4f98b66387,0.03
ab792fa5a255e10d3a0d1295cd164304,0.04
8538f7cbf6801fa173058793577e3035,0.04
1734858c91894b6a6a0f1181396e828b,0.03
201699f06f05e53ccf7f08f6c3c78d4f,0.04
fc9e4b43d9726a670be8b96bad167f5a,0.05
6b0f9a4b1648e266b5b3b3ceaf510f0d,0.04
354ac529bea3f5b4431de170a200950c,0.04
e867acaaf29b52b47849b382d3cf784f,0.05
135e1d89e9a4d3c1b42991adb2c9af73,0.03
d3a572b062474ec7763c30f8cf2b65e1,0.05
b1c70e56c56ebfeceb75aaf86b866fc1,0.04
c85a2ee8b8ed01015b36116f78bd5707,0.04
8ed7666f938953ef542dca40046d97f1,0.03
525e5b63d1c58e7911aad16180fa972a,0.03
3cbc7ec036acd104dfae42f401eec523,0.04
24345dfb03296fd6014bb5319c96ba46,0.04
a8a7b2bc337a8d304eeef75968a7599f,0.03
f8a8de67189a6e069b87274ea0e08da7,0.03
44b5bef4d26f5470274e55322d071e1a,0.03
513e5a292b88aeb3ef16669177e770da,0.05
babc72649f7cdc475cf98e33c97d670f,0.04
8b27d96c9d42f146d6b3fe2400f78b8a,0.03
dceccc3eda339920343e14c95bddf4af,0.02
12bd1e5ebe97605ea9189bf82303cc3c,0.05
e4fc38e7a5a455969e577f227642fd81,0.03
0173b4f04fb4d7eb2ba8a2d828cda3dc,0.04
a15fc53a25267eedc22c4467d3dd6530,0.04
563081f5a808e72099cd3b74c460aec9,0.04
8d385ee2bb3cbfed7150b22bd13bfaee,0.03
4ed6a9bd9f45147834e1de78611974e5,0.03
2bee106fad6c449d7f80ca08878cc3e4,0.03
4c51c5b67b57a933b2d31bd9d8b2975c,0.03
16f3e043cab804b0268f495629b4a810,0.05
7509243da29213d85d6a613d472886d8,0.04
773bcd57a51cd94e127855fb9b33fc50,0.04
d38ca045fa656af5d8827a2ff45b3310,0.03
53b3d6aef08e3875afcefb5a5a1b769e,0.04
08c8aeb0e3e11feefb41cdef9b98f876,0.04
5b67ff373edef1b0124135a71fe918ab,0.02
c3b23f9a61a5e579020adb3b758670c1,0.03
8ff6b6c8759b1b8f4287054bd9d10fdb,0.02
8e49eeb902f66176784686a155a68df2,0.03
d93646eceff52f08720d22f5ff3dbc04,0.03
5375527b1a65e3105c5ff58a87b8dfaa,0.02
920fe239dc9b39a78e5dc90573b8b4f6,0.05
46694132bf184755478b799d5362ae95,0.03
6e82ecd3b5fdced515f62920df0225b1,0.03
f77c9db8e83d691c15963a7b8f613e64,0.04
f8e1167d559d8b21c50388098b9f693a,0.04
64e20299b5d7c80f14edb22b6be1c157,0.05
38806d74d0b5d944fd693f70c730380d,0.03
98615102ff86675b8ab3bbb56b2710e3,0.02
cbd969136664f44564e1946f7e3953c9,0.03
ed669bd83b3e530593c1db19212a76df,0.04
9ddcc1af8b055edc55ddf2ace1b278ba,0.04
8dabde65f532cc04435928dbaf8ce577,0.02
d20e71e9e81127c004bb516821cd54a2,0.02
d449e4ebd778dc10c23818f508dd1627,0.03
7e6df94f2db7ca4c48f11d70f372da20,0.05
b9ffa85f3a33f6b69e7dbb557ad78dab,0.04
9054f51dbb95fbab874331d54b79fcd9,0.04
b90d1dd2eadb06e38ab6eb8bbeebf074,0.05
f480973bd327b312f0e754aad19051ca,0.03
b0a25fb7a978157954ff53cc6257435c,0.03
842e00bacea9b17ac8ff9b63ff7ccb88,0.04
791429099d3f2b1dfe47d524c8b5eb5c,0.05
f01be8a286339eee956bfc14ac844d00,0.05
3f01f6d5ebb5175b573038e1ed7975af,0.03
93c97fbfd9c6a2748327f5e333be1a38,0.03
11e3557880f0c2518078b63f6cee99a0,0.04
9ce8f43f60cf3dd5260373275a7f83a1,0.02
cf6a336546794e4c54292d4fcbf26656,0.03
c078b131ebbe9e504183c2e58fc379c0,0.04
a4915fb797d92ca8a0b612c8f665e566,0.03
11232c34f4ba09f7ce5a04453b5bab23,0.02
77ff0816e50aacfdafc64705bc121dff,0.05
47d90f9814c88a597d8fc002f4abb956,0.04
d4487783c7c53af7e3f3899aafcef6dc,0.03
960fe23c3197590636c981a35787ca50,0.05
1c58db89b4dc2055ab24f0b526e3565e,0.04
efe7cd0a0be28e1f22765d4f9ae3481f,0.04
61d6d211e77605b9e65da483fd5a3df8,0.04
de8bc0dea409877c24a3a77167e34bd9,0.05
31094f83d46cd68345b7d1378cbe0769,0.04
0fded8e79dc1f1a8021e01b55a94a227,0.05
a09da41da0ad42770ff6b15383f11fc2,0.05
607025496d82400822910ba324042874,0.03
f0a3a4913ca26c20f198af4ac25e2673,0.04
eb52227936d03c1573a78e1ef4c157b8,0.05
53738ef8e98fc8afe170293905386f24,0.03
070891b249f71cab526fbda3cade6214,0.03
6f656f9d4be9c533c8b0bfbb79ca0689,0.04
b6984bfbb73aba08e40ea05567d7b767,0.05
60ab426cfdcada2e38e2d5d8ef9bca8e,0.03
f65bb7a507c047f98529a832f9bb8ee9,0.03
1c57c39a2ca59c894080ae8f8a241a2a,0.05
207b338c8a9d31e7cd347a8c08e55ed9,0.04
203f86c157e88391f32a9b7fa1a47c3e,0.04
c9da25b3423b3bfb42db7f858cbf7faf,0.03
7c073b51b29ad7958b883d07b78775d9,0.03
149e9f4c4408f2588dd90650119eee7f,0.04
c30a84d1c0ae30903a32714555afa59f,0.03
e89e726d4a1a658aca88c25073ef2f52,0.04
1a7d85f525c9ba4ffba4360a42e58774,0.04
1cb8983386293d2d6301621b0dbdeea0,0.05
763d2b40b03be3f9970205ed9686584b,0.02
c581cbcdf63519e2e6dd0459c3411c39,0.02
73397c5fcff37d133d18e26078faeff3,0.03
b3df1959327b8355dc7d43cd8a85b4be,0.03
900f371eeb11ec4e8bd10901e5e7f879,0.05
00ea2f4cd12786d1f6745c36c99580fc,0.05
b1ce417eb50663fa6069585dae1a7c29,0.04
75863a93a0502b9d96c5ff8cbb1bb85c,0.04
1b2a689660bdd234950190edb6382554,0.02
079dc4cf2e4e8c94b72499150f09c1b7,0.02
3e02adbd38caec549bb49a5eb47b619a,0.04
a1444117ff444c4f4df2af0c940a5ef8,0.03
fb09a8e5a6ca8b55e4c9848181301c87,0.02
4969361c667809ea7632c0a105e7a391,0.04
01bc5b2e624ca6f44bbaed4430f7831f,0.05
8f531373d60a86e101500a3821b8a0c9,0.04
e5994738f87d534bce67980973756004,0.03
fb9460380cb44a42b271952cb9e01636,0.03
deb61219bfa2ed4f00f375981af87d33,0.04
9f965d3d51bc09db5c889e02d4e03c03,0.05
42c68eced897cd5118fbc0c062a3af19,0.02
39db156cf9dac744e7fee8609339ec12,0.03
2237f144c0f9097378d269505b1537e1,0.04
7a75a0043d878c6ba0e2e643e10f905d,0.05
d8492af501e9652dc737f6f12c1b57b1,0.02
d190b6f6e446ac3638900cf01079a46e,0.05
5b7d5924a23c9b655c27f4725fa7af5f,0.05
c980aa348994d2ef5209efcabbca3297,0.04
c0ac79d1f6cfa588905e04dc96347533,0.02
cbfbe87a9b9b72b0529ed5d289f09fca,0.02
f9e6bf3d294fdd31aa30fb10c32c0890,0.02
cec9000461e060c98702e0b3ce7eb8f2,0.04
0224d2073a58f6942c0ae1ae8f597889,0.04
4465caec2eb20607875b90fa5e5a4bd3,0.04
a270676e9ca09c4c2b33bf725b70f1b2,0.04
989696feeaa4fd6dde1daf03c3232c64,0.02
09133b70930d063c17c34a20e5b5d75b,0.02
858d99c4feef801136b12a34a4d8e655,0.03
d5741e5b3dd94a1b69df38dc55061239,0.03
dfa5c3be848cfa6eb9916027515f6930,0.03
47011aeeeb3f605b750ae3b2f5c370db,0.04
fc227a6ed8c8319e12f0afaf3ec00b7e,0.04
2ba5db56c54f48a8b6c9b5e801824ef3,0.02
c77ba34095a09a045e625400ca8bd6b5,0.03
dd81c8fd345474bccdd3ef0662581dae,0.03
754614413a14ed6d722d47d1152eed54,0.05
186c03893163c06464267acec0067df6,0.03
82d31a7240561893e5d604aab1568537,0.04
a2899b85438937f53ed0a0890eecda40,0.03
2d53a7997d1cd332cf1010f057bd857c,0.03
498bce238d58f4002fa8aafe1b503a6a,0.04
933df6bdd5886fb2413eadb317280570,0.03
e3f03065399bd8d86140557354232f3b,0.03
c340e673169ad93cce2e5b81cdd03a9d,0.03
c2058bf11ca086e34b1d62086572e8db,0.03
0a27a346f892977997e96119aaa4ba5d,0.03
8e19c6aed1af00c6eaf9cb996f6c34f5,0.02
39d7f270e8fd584b768d3e900bf27131,0.03
4a08f75b99f857d1a6e8d6de24923680,0.03
84a2cda9cead5655df1e83f1890c532f,0.03
e639ec259037e375bfb356decf57bbb4,0.02
e0897bb167303385d7334af89c8ba542,0.04
bb9dc8b5637a6fcbfec028284e967d08,0.04
7ef50a4b0bf38ca74b0b34b0ab3d5b88,0.04
8b64b605f2810073b667188e2a0a1ee2,0.04
bc26de02147479f81a0b14bb941882b7,0.05
117553e880ca94d25e12017189128b6e,0.03
53e052c51c872afe592bee10c0429eff,0.04
22269c58cfb81bb4f6524e1cfa4aa08f,0.02
963b8a93252f3ab01b74b93f04dcdcbd,0.03
d0b8df4851da84583bd79939fe484a14,0.05
a7fed6c493cc795d7b37ffe3f558827a,0.04
46af6629cce2da087900562a421f2476,0.05
2302fcec4842e36aec39b59335905e5e,0.02
859b580aca23ed3f5e7415c120f8086b,0.04
8e5beea477434dd18c1b79a9fcb2cd4d,0.05
af2c1ddd6a72112157d75be24494ed21,0.05
a4dece53f0408ba2c6a370857bdcb771,0.03
e0fa8666bdd0d3c8be5a9b225a9fc31f,0.04
2bb6a230383c69b9d6ae3e64d91bd941,0.02
53b87d16c04c29835e78c1f86e969fad,0.03
a3f1f2cd47826a6c80c08fc7770441c1,0.03
5f49aad4250dad1e0fed71391a2fc1ca,0.03
63955106e442f5245206a15e587d1160,0.05
92170e938ebfbda88079bf404da85119,0.03
fbc737e5e9c0763c840afdefb99107b2,0.02
8671620870693512ea43660a7a1d43f3,0.02
f49f63e821d94e7c47230c5bfc85c275,0.03
30cea48d1ed30bd2fe3e88c31ad7c426,0.04
31343e7b9422551318e49ecfaddbfb1d,0.03
dbd6aa8ee3eaaf630e8441d3f3626784,0.04
9a86e8c9039a8e37284f0294ddfd0ab6,0.03
0772045c86a6c65b3d43b268577a254f,0.04
95b33f0103ccf035052b6708e57fdca6,0.03
e6a9d090cdaceb96c94057489d46982d,0.02
5604451150bdc165aa9385ada9f82aaf,0.04
1576c3b403223bcc1e83c64f35963abd,0.04
009aaff77eb404fb5dd0619fec0177cf,0.02
66f1dcf66a42abab267ad84fe04d8341,0.02
be65e529490d533e3f44c802eb307153,0.03
8a0b27caf30f12d4b0d37eb2e43e6afd,0.03
b935bdc567867970a03fe8e2850111fe,0.05
5a31ff4ac686b9579696f88019985694,0.04
82844555a4558dc3a63d4e421dbac41c,0.04
635702766ed76c656977316ea8396327,0.04
54d6c375e390ee4604b734006c7d00af,0.03
e08b29110aa406ba1a78cf479c9d71b8,0.04
1ebb3dfe03e938b810f0a07e59d70a8a,0.03
ba2bf4d50784782c1a7239f6b866704e,0.03
3e654fe7b20d9a200392319e6783e786,0.03
e6d99a787b998d6b9aa36db673052503,0.05
8a191b028a9a7c38b897ab4020fdd4bd,0.03
39b9097cdbc796c4e0f26e71dd6a3ef0,0.04
c0c554968ff96276da498a9692b8ba87,0.04
0fa7b9831b957269a9948ae4277c2845,0.04
e3d346eaa8bdaf44bb3115321b556f9d,0.04
8cfcd9c0cf49951fe6b53cf1dd11ad73,0.03
1d9c7deec2002b6fc22431e86be257bd,0.03
b9b4870c8b02ea8c4329723a648a50b7,0.05
1b95d98a67dcfbf2ddbae7eac3717ce1,0.03
03ebd8aba8b1e452a12b95710a2a750e,0.04
d4bf5d011e72485856aa7c9ad1d0b657,0.03
6f5047bf10494f7d449399ba9db5cf56,0.02
99616be7008e2bfb94c675533b541d4f,0.03
41f6431adf343db4f6bc55cf44acc926,0.03
2ed4787c9ef508f5c3937fe77c83ad4e,0.05
35b69d4d870eee203f19b7d5c308ced6,0.04
1e371c9f1db8f3f09c16ea9df0570c92,0.04
865502ae8035ea9d6607eeac62b73562,0.04
b8b845e51d04e10b7de66d0af9e78baf,0.04
079dad0eabfff74d9fed8df41379caea,0.04
290948db2a819abc29a24d6d993bca78,0.02
ff39eb4202b17536edeb5ccd15af3290,0.02
af50b3b62e1096d874e38b5b6a3f3a6f,0.05
a88f03199b972618ba02ced92d3bf98f,0.05
dd4b5ecf9c29757df2f8be40157ae7b2,0.03
208f31d1dd567661f11f2f64ad9e3476,0.05
efd13b69eaaf345ee2bf4264ec1779a7,0.03
be5872ed723d198b4810a06b2510657e,0.05
522d78df3ce25245e8b171cfcb3992ea,0.05
d572c56dcc086924d66af9fa6ce45330,0.03
a137fd3efe8f6d5aea75773a22c65dd2,0.04
2537994e68ccec753c6098e57bedf70a,0.02
2c7e14702844a510383066e6000fbfe0,0.05
299908d314043712e3677a6be3e4bbc3,0.02
0b6607587c022c2965399423be63488e,0.04
bcbc104889b40cb119115a91b90cd845,0.04
a9c9e98a500387f2169dc36da002a128,0.03
670ebc0ae4ef216cc45bdb763da715b6,0.03
dbe8408ab195245d7abb299b4022cea3,0.03
2dfeba2d6bb2df4527861bec29ec89e3,0.04
6315199566f5ec66931d71b8d40ff74c,0.04
62a0093adb6bf5f74607e4bfe8e4339d,0.04
9c46d9b66e2fffc3b77b1463b48552c4,0.03
4bb4409b774f9cf71e617ac2c3a5e3aa,0.04
3872f94dc13e5fd80f4c0d7511760f85,0.03
2baa2d8f96f83494a3ea591d5b359ad7,0.05
4de8c2704f4ca0050aef59929442d6fe,0.03
107b085d37b99afc112580ce0d1affc7,0.02
a91920fededc3c9dd31fff2aa3cbe27f,0.03
865e26aba437e63589a9690748def49f,0.05
a764a63fc273df708409d21929088135,0.04
3df0de12337fe8a0c1fc0a9ab3cc0a93,0.04
c98607605f3c864251e011547ea37077,0.05
060d0cab324fb5882d0ee91615715495,0.03
2c9553dd3339abcbb4e25a14f75d61cf,0.03
ee09023e3b95e5d61f3542ccf962125e,0.04
4615cd8e4dbf15c90a5cbe8deca6b58e,0.03
b4fc51afe4c42b735f4ec076c8d4ca7e,0.04
0c18713c44a886050b1d34f140ed3b6c,0.03
7609a08ec81d19ef76b8ed33e57caeaa,0.04
b5ceb72e4bcfdd45544dd68cf9aef63a,0.03
b5db0e54e10e21ba2f40c1e25534c858,0.02
5b9ba1379441c55084bbbe4b33d91a93,0.03
112a8c85323499ed7d1bf5334a100acb,0.03
8293598a6cc54405499a6fdc480e8b7d,0.03
b0d36f58be6553a98bb45987f1b4b624,0.02
7700f717656bcc0295394b8b2cd63574,0.03
13521d2ede055917e0ae893fff85b33e,0.03
8ea46c600d5ea0a598dec2d44801ed8e,0.04
e9ed12650a9f5e10278f25c19b36fe88,0.03
4bcdbfa0f23e328da16860042eea2d71,0.05
f3c92e4efed1bd6dd9366167325afb88,0.03
df65c8d682529b3ff18dd581a26c4cd9,0.02
fbebd7b0067c0458ebf2d458a0827d70,0.03
3b715a602ccb3899c849e6a979bfd3ff,0.04
9140b591ecea535a90d3e4889ab0087c,0.05
ef9dba135c9519574390b89bea783141,0.04
667c0e04c3f57c525e58e64eee8718b1,0.03
a326d46520290d513fd4146e01d6dc9b,0.04
39e10cad36784db767446966291099bd,0.04
a80de22c6b5a7c61b6764a15b647f205,0.02
d71d2ad27b6a8ac4afd656d37d778d90,0.05
ea4eee946119407256f9dac30d8d7525,0.04
39b00e6e0651e0951fe2c334f37ea46e,0.03
5803ba5130bcfc6b16251c27ff2e36b9,0.02
010f1f2827345d51b15ff536f0f60bb8,0.03
576477518ad6c688e0812a75f1f9a17d,0.04
92fc00b55beb2ad745bd76eeebed4fa0,0.03
0309a18683e5f49614dd40fb7cc73dbf,0.03
4b3fbff60cd94fd59d149adc24f6526c,0.05
f593c522b70469b13d0843b9bcea9cb3,0.05
7416ef09fd13b7d7ecfe1be8e63a41d7,0.02
605d999f4b4754f44dbf2a4f754a12e3,0.04
59565ffbb1c821335f7b3dc9d7bb5ab0,0.05
e8b3af9c938fa9ba42eb651179988b88,0.03
301f1104563da7cfe9913e8e9c04131c,0.02
2010a12d2f2e08593d96e4c659921f80,0.04
4c13fb5e61f62d43f2ce06ace3e5cc35,0.03
0f812356229412714eb658851f4d1dfa,0.02
ee2b64cd43b4222ab5e9b6b5a6f53d8f,0.03
6559f7f209b35ce44775787eeecf5966,0.03
7f977a8ca8b212bd275fe11a644dc579,0.02
4c9ccf25c4da7d46944fe077f9712efb,0.03
27b37aadcef229a9d9157c9a869875f3,0.04
9d5cd69d57fa66aee1f44cd2473b9844,0.04
b1fa0ebe01ab21019e402680138c263f,0.05
c94a8a4d15f11cae4dba410b52643b8c,0.04
1cf2c2bd1a0365e2d3c417b48fa94f27,0.03
087a81708af2452f66cf20dfe18a1f99,0.05
9da26b6bbc152299456fceb2c091ffc8,0.05
ce794c4183bafee639af399b5c5d798e,0.04
4ac812991d1e83f3852253921c985929,0.03
837809c0fd5bfc92ad8b62200550b480,0.02
d03cf656a74dc06752c8f1b1c7517ab6,0.02
7118a7d69d674257ec29320e8e1b0e79,0.03
aad51fbbf9c9e368a834cb3728248cfd,0.03
f98a4974ba8e5b73762e04222737157c,0.04
02cfa34e1e4d924ea78a739972b8a641,0.03
0a319bc730848c52ab0ad3ce75b79825,0.04
cd6649145839074e8cc7a98e0d999eec,0.03
de7308e6b8f4e6104ad5f5513f187661,0.05
5c1af5d6ff3265b2be5eb08754b2081b,0.05
b97aa3a30398c95dd96582d5604df5df,0.05
721931b9a6640ffaf21716ebb335db2e,0.04
ad2688560a93360bd138ed2af01d632c,0.02
47196ea407fa1cadb902d54848f9eeb5,0.04
288bc31da51c27aa62fb67b98decc227,0.04
c8be24d1c3db58cab22d3a05333013b8,0.04
30bf8412aefd42d12bfaabbc49f0ea71,0.04
5a87046ed7b11006711e7430bb9cf220,0.03
d2037e8e36fb44941ba3eedc68ab9942,0.03
0acbff32cd2c9431c0dc1df37cd2a13f,0.04
4dca0f23e7945c26f946767ab522086a,0.02
0083961c1d5e597000326316223e53ed,0.04
8b6e13b6c9327715243f47b629fd6e8f,0.04
8a82a692833930ea636219bab9ae1bc9,0.05
f67e818fd7ec393997828d93800d33f0,0.05
db2d3a2edbe4a5eb4145d2a5bf26ee62,0.04
699d0f8d8cd8d42e4a95a110c611dcb8,0.04
1e2068c64d426b9427a9f7a557900904,0.02
64dae39ef1466fe6690b4e34c2db61f5,0.05
1aab146f61b1adbb3f185040004cd311,0.05
5b06d93492a54fc7245cfaf71db5fb3f,0.02
9c23e4df346240c933aae239c7e8402b,0.04
29bd731e7925865e04c1d1066e561458,0.04
e779da5592e5e84c02410571934a49df,0.05
dcbaf1e0227ba38b14dff4fed07bdcd6,0.04
f5fb6159126bc487f87528860837629e,0.03
d46d0d278e270b9358b0efe1b6c6eda2,0.03
8334399e6240619812397031ba1b46d2,0.02
719210b19b50419a23715c923216874f,0.04
072c598b3a62e0a89b3e266f9080319c,0.03
0588b2d76a80cea0f09fcb4409fc5687,0.02
c308343894dd570faa35a98b84f504f2,0.04
d985cf6ad3c8a8918d47987c7e8134b8,0.02
2a47206e80276e96d3d279da454117f0,0.04
9aff8659a65b8986a3a27cf0f1ddc06f,0.05
2a02fceac1db1c5e4b43aeed5affd984,0.05
3a10ab90001824839f9ed36fc94ac7e3,0.03
d3a4f8e5f57d8fc87bff33f153da70eb,0.03
94753ecdcb9345fe449c8298a2d3e0a4,0.03
8f7e64be9abacc73f4747b51686d051f,0.03
ad35dafa3c72bc9dfc126abc164b67ef,0.02
f0a7dfda742063cb6f3646932a015d96,0.04
05b3a5d784b64ce769bb35b61655fece,0.05
fe2bfff863b4467f613f1673d0efdf9e,0.05
ab0f00bf60e123b9dc8a7691a0d478cc,0.04
1b3076dc3569e1f48e50b7931523c1e4,0.04
c33cc14764bc04609dd9ab619933ded5,0.02
ed70f8df3855681335f3cf7e984c5704,0.04
c73470ce4fa8e16176ce43aaa865f450,0.05
9d4547b9542107e121c3080210094d6c,0.05
2099f52b866fb29c5e92482a58651063,0.02
c647c7ee1bdfbca336aad6ae949646d7,0.03
2c1d1e3e1b8a5d87d9fbc1fa05011aad,0.03
92c6f2df469620af1b39373a8ad390e6,0.03
6cf14760360db5bea52a4698c8ce64a7,0.02
83e7dc8588a5bc41459cac758c118d59,0.04
615ab2b5b51aa5ceab52370b06a1a2b3,0.04
4a6f69967a74ac27cb106452ac683cd5,0.05
4fc86c19c841c42de728889a878dcba1,0.04
b0fbf30a64aaf3026e877f04da5c52bf,0.05
cf9839737d1cfa3ab86ce78b50b46dd8,0.04
f0ab774076f556955d9923ec537780ce,0.05
f66a8fbbaed86cffcbbc8dee34e67e4b,0.04
e5dbaa86b0e177ff69df01d7f72fb505,0.04
4aacc663a681a287446a80d353476887,0.04
52d7218c401455454cd21b490a960aba,0.03
4bbabb72edfdfdce02fff3cb825cfe0e,0.04
e47980be1e37ab0f2eacfab5dbcdd5da,0.05
2ade05787212b849681158550e32c487,0.02
3bee88278018dcd9f1b7275049aae099,0.02
865f1c36bee566b84de5509f60aeec6c,0.05
5182d1f86fade5de796dd732b881f0d8,0.04
